着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),日付,東西
13,4,7,ニットウビクトリー,牡6,57,柴田善臣,1:52.7,1/2,**,16-16-15-16,37.9,33.1,12,484(0),,,,高橋文雅,日東牧場,,201506040610,東
14,8,16,ロードシャリオ,牡3,54,田辺裕信,1:52.9,1.1/2,**,9-8-6-7,39.1,13.4,6,470(0),,,,高柳瑞樹,ロードホースクラブ,,201506040610,東
15,7,13,サンライズホーム,牡4,57,戸崎圭太,1:53.0,1/2,**,10-11-12-13,38.7,13.9,7,484(+2),,,,平田修,松岡隆雄,,201506040610,西
16,6,12,ホワイトフリート,牡5,57,横山典弘,1:53.1,1/2,**,14-14-9-11,39.1,47.9,15,470(-6),,,,久保田貴,キャロットファーム,,201506040610,東
1,4,7,ヤサカオディール,牝6,52,的場勇人,1:07.9,,**,2-2,34.6,36.0,10,452(-4),,,,水野貴広,志邑宣彦,"1,853.6",201506040611,東
2,5,10,カシノワルツ,牝5,52,二本柳壮,1:07.9,クビ,**,4-5,34.1,64.1,12,450(-4),,,,二本柳俊,柏木務,739.6,201506040611,東
3,5,9,アブマーシュ,牝6,52,丸山元気,1:08.0,クビ,**,8-8,33.8,13.2,6,490(+2),,,,菊沢隆徳,伊達敏明,464.8,201506040611,東
4,2,3,マルヨバクシン,牝3,52,川須栄彦,1:08.2,1.1/4,**,4-3,34.4,3.0,1,486(-10),,,,牧田和弥,野村春行,270.0,201506040611,西
5,1,2,サンブルエミューズ,牝5,53,戸崎圭太,1:08.2,クビ,**,1-1,34.9,4.4,2,460(+6),,,,加藤征弘,キャロットファーム,182.0,201506040611,東
6,6,12,メイショウハガクレ,牡6,53,江田照男,1:08.3,クビ,**,11-12,33.8,71.6,13,474(+2),,,,荒川義之,松本好雄,,201506040611,西
7,2,4,ユキノアイオロス,セ7,55,柴田善臣,1:08.3,クビ,**,15-13,33.4,16.1,7,484(+14),,,,和田正道,井上基之,,201506040611,東
8,4,8,マンボネフュー,牡5,56,柴山雄一,1:08.3,ハナ,**,8-8,34.1,20.0,8,486(-4),,,,国枝栄,金子真人ホールディングス,,201506040611,東
9,8,15,ファントムロード,セ7,55,田辺裕信,1:08.3,アタマ,**,11-11,33.7,9.2,4,488(+6),,,,堀宣行,ターフ・スポート,,201506040611,東
10,8,16,ブルーストーン,牝4,54,吉田隼人,1:08.4,クビ,**,3-3,34.8,38.0,11,464(0),,,,伊藤圭三,Ｈ．Ｈ．シェイク・モハメド,,201506040611,東
11,6,11,エターナルムーン,牝5,52,木幡初広,1:08.5,1/2,**,14-13,33.7,83.6,14,480(-4),,,,宗像義忠,鈴木芳夫,,201506040611,東
12,7,13,フォーエバーモア,牝4,55,蛯名正義,1:08.5,クビ,**,6-7,34.5,5.8,3,474(+16),,,,鹿戸雄一,サンデーレーシング,,201506040611,東
13,3,6,シンジュボシ,牝5,52,北村宏司,1:08.5,ハナ,**,6-6,34.5,28.2,9,492(-4),,,,坂口正則,ヒダカ・ブリーダーズ・ユニオン,,201506040611,西
14,1,1,プリンセスムーン,牝5,53,津村明秀,1:08.9,2.1/2,**,8-8,34.7,11.5,5,496(0),,,,安田隆行,玉腰勇吉,,201506040611,西
15,7,14,ラフレーズカフェ,牝6,51,村田一誠,1:09.0,1/2,**,15-13,34.1,103.0,15,492(-2),,,,小島太,西川光一,,201506040611,東
16,3,5,フルヒロボーイ,牡6,55,嘉藤貴行,1:10.0,6,**,11-13,35.4,262.2,16,536(0),,,,田中清隆,古岡宏仁,,201506040611,東
1,3,6,クリノコマチ,牝4,55,嶋田純次,1:10.5,,**,3-3,36.5,32.5,10,458(+6),,,,伊藤伸一,栗本博晴,750.0,201506040612,東
2,1,2,カシノスティーヴ,牡4,57,柴山雄一,1:10.5,クビ,**,7-6,36.1,16.1,7,510(+4),,,,蛯名利弘,柏木務,300.0,201506040612,東
3,6,12,サビーナクレスタ,セ4,57,黛弘人,1:10.6,クビ,**,1-1,36.8,22.2,8,486(-4),,,,大竹正博,ノルマンディーサラブレッドレーシング,190.0,201506040612,東
4,1,1,メイショウカノン,牡4,57,蛯名正義,1:10.8,1.1/2,**,12-11,35.9,2.4,1,472(-2),,,,小島太,松本好隆,110.0,201506040612,東
5,8,15,ツウローゼズ,牝3,50,木幡初也,1:10.8,クビ,**,4-4,36.6,7.3,3,460(+8),,,,高橋祥泰,鈴木芳夫,75.0,201506040612,東
6,2,4,ドラゴンビューティ,牡5,57,戸崎圭太,1:10.9,クビ,**,10-9,36.2,5.5,2,506(+2),,,,小桧山悟,アドバンス・サッポロ,,201506040612,東
7,5,10,スマイルハッピー,牝3,53,吉田隼人,1:11.1,1.1/4,**,4-4,36.9,57.3,13,432(+4),,,,田中清隆,臼倉勲,,201506040612,東
8,6,11,ウエスタンユーノー,牝4,55,柴田善臣,1:11.1,アタマ,**,7-9,36.7,7.5,4,490(-4),,,,菊沢隆徳,西川賢,,201506040612,東
9,8,16,スイートガーデン,牝4,55,田辺裕信,1:11.2,1/2,**,2-2,37.4,12.4,5,496(+2),,,,岩戸孝樹,田頭勇貴,,201506040612,東
10,5,9,セイクラベ,牝5,53,石川裕紀,1:11.2,クビ,**,13-15,36.1,129.8,15,478(+2),,,,佐藤吉勝,江川伸夫,,201506040612,東
11,7,14,ザショットアロー,牡5,57,木幡初広,1:11.4,3/4,**,7-7,37.0,14.6,6,508(+2),,,,粕谷昌央,ターフ・スポート,,201506040612,東
12,2,3,セカイノカナ,牝5,55,武士沢友,1:11.5,3/4,**,13-14,36.4,257.4,16,454(+4),,,,石栗龍彦,泉一郎,,201506040612,東
13,4,7,オージーアイドル,牝3,53,大野拓弥,1:11.5,アタマ,**,13-15,36.3,42.9,11,456(+2),,,,栗田徹,窪田康志,,201506040612,東
14,7,13,デルマオソマツ,牡4,57,横山和生,1:11.7,1,**,13-11,36.6,32.2,9,474(+2),,,,古賀史生,浅沼廣幸,,201506040612,東
15,4,8,ソワンドタイガー,牡3,55,松岡正海,1:12.2,3,**,10-11,37.5,121.9,14,478(+4),,,,伊藤伸一,西村静子,,201506040612,東
16,3,5,フジマサジャンボ,牡3,55,江田照男,1:12.5,1.3/4,**,4-7,38.3,48.7,12,446(-14),,,,菊川正達,藤原正一,,201506040612,東
1,4,8,エネアド,牡6,57,Ｍ．デム,1:35.4,,**,7-4-5,34.0,9.3,5,440(-2),,,,戸田博文,キャロットファーム,"1,536.4",201506040710,東
2,3,5,サトノアッシュ,牡3,55,蛯名正義,1:35.4,アタマ,**,2-2-2,34.1,4.2,1,482(0),,,,中竹和也,里見治,610.4,201506040710,西
3,8,15,ゴットフリート,牡5,57,田辺裕信,1:35.4,クビ,**,7-7-8,33.8,6.3,4,482(-6),,,,斎藤誠,キャロットファーム,385.2,201506040710,東
4,5,9,レインボーラヴラヴ,牝4,55,内田博幸,1:35.6,1.1/4,**,3-2-3,34.3,28.7,10,454(0),,,,武市康男,飯田総一郎,230.0,201506040710,東
5,2,4,ダイワエキスパート,牡3,55,三浦皇成,1:35.6,ハナ,**,9-7-8,34.0,54.9,13,436(-4),,,,鹿戸雄一,大城敬三,150.0,201506040710,東
6,2,3,イレプレイスブル,牡5,57,横山和生,1:35.6,ハナ,**,1-1-1,34.5,34.4,12,454(-6),,,,畠山吉宏,Ｂａｓｉｃ,,201506040710,東
7,1,1,ジャポニカーラ,牝3,53,横山典弘,1:35.6,ハナ,**,13-13-11,33.6,5.4,2,402(-10),,,,勢司和浩,シルクレーシング,,201506040710,東
8,6,11,エミネスク,牡3,55,田中勝春,1:35.7,クビ,**,5-7-6,34.1,13.7,7,494(+2),,,,牧光二,社台レースホース,,201506040710,東
9,6,12,レオフラッパー,牝3,53,大野拓弥,1:35.8,3/4,**,14-14-14,33.7,33.2,11,474(+18),,,,杉浦宏昭,レオ,,201506040710,東
10,8,16,アドマイヤコリン,牡7,57,北村宏司,1:35.9,3/4,**,10-11-11,34.0,17.7,8,442(-8),,,,橋田満,近藤利一,,201506040710,西
11,1,2,ピュアノアール,牝3,53,石川裕紀,1:36.1,1.1/4,**,5-4-3,34.7,20.5,9,436(0),,,,武藤善則,高橋貴士,,201506040710,東
12,4,7,サトノプレジデント,セ6,57,柴山雄一,1:36.3,1.1/4,**,16-14-14,34.2,5.8,3,514(+4),,,,藤沢和雄,里見治,,201506040710,東
13,3,6,レッドマニッシュ,牝5,55,勝浦正樹,1:36.3,ハナ,**,10-10-8,34.6,120.4,14,516(+14),,,,国枝栄,東京ホースレーシング,,201506040710,東
14,5,10,ルナプロスペクター,牡3,55,岩田康誠,1:36.9,3.1/2,**,10-11-11,35.0,12.0,6,444(-2),,,,金成貴史,サンデーレーシング,,201506040710,東
15,7,13,キングクリチャン,牡6,57,嶋田純次,1:36.9,アタマ,**,4-4-6,35.5,160.4,16,504(0),,,,高市圭二,栗本博晴,,201506040710,東
16,7,14,カロッサル,牡6,57,丹内祐次,1:37.3,2.1/2,**,14-16-16,35.0,143.9,15,494(0),,,,清水英克,岡田牧雄,,201506040710,東
1,2,3,ショウナンパンドラ,牝4,55,池添謙一,2:11.9,,**,10-10-9-8,34.1,7.6,3,440(-6),,,,高野友和,国本哲秀,"6,613.4",201506040711,西
2,3,4,ヌーヴォレコルト,牝4,55,岩田康誠,2:12.1,1.1/2,**,6-5-7-5,34.5,2.8,1,450(+4),,,,斎藤誠,原禮子,"2,632.4",201506040711,東
3,5,9,ミトラ,セ7,56,柴山雄一,2:12.4,2,**,6-5-5-5,34.9,16.5,7,512(+8),,,,萩原清,吉田勝己,"1,616.2",201506040711,東
4,4,6,ロゴタイプ,牡5,57,Ｍ．デム,2:12.4,ハナ,**,3-3-3-3,35.0,4.1,2,500(+10),,,,田中剛,吉田照哉,980.0,201506040711,東
5,8,14,マリアライト,牝4,54,蛯名正義,2:12.7,1.3/4,**,11-11-10-8,34.8,11.1,4,440(+12),,,,久保田貴,キャロットファーム,650.0,201506040711,東
6,7,13,メイショウナルト,セ7,56,大野拓弥,2:12.8,クビ,**,4-4-3-3,35.5,79.4,14,448(-2),,,,武田博,松本好雄,,201506040711,西
7,6,10,メイショウカドマツ,牡6,56,田辺裕信,2:12.9,1/2,**,2-2-2-2,35.7,31.7,10,524(0),,,,藤岡健一,松本好雄,,201506040711,西
8,2,2,オーシャンブルー,牡7,56,三浦皇成,2:12.9,ハナ,**,8-8-10-11,35.0,78.2,13,434(-2),,,,池江泰寿,青芝商事,,201506040711,西
9,7,12,マイネルフロスト,牡4,56,松岡正海,2:13.0,1/2,**,11-11-12-11,35.0,21.6,9,480(-16),,,,高木登,サラブレッドクラブ・ラフィアン,,201506040711,東
10,8,15,サトノノブレス,牡5,56,内田博幸,2:13.1,3/4,**,5-5-5-5,35.6,18.1,8,520(+8),,,,池江泰寿,里見治,,201506040711,西
11,3,5,マイネルミラノ,牡5,56,柴田大知,2:13.4,2,**,1-1-1-1,36.4,11.1,5,486(0),,,,相沢郁,サラブレッドクラブ・ラフィアン,,201506040711,東
12,6,11,タマモベストプレイ,牡5,56,津村明秀,2:13.5,クビ,**,8-8-7-8,35.8,33.3,11,478(0),,,,南井克巳,タマモ,,201506040711,西
13,5,8,メイショウカンパク,牡8,56,吉田隼人,2:13.7,1.1/2,**,13-13-13-13,35.4,226.1,15,482(-6),,,,荒川義之,松本好雄,,201506040711,西
14,4,7,レッドレイヴン,牡5,56,柴田善臣,2:13.7,アタマ,**,14-14-14-13,35.1,12.3,6,512(-6),,,,藤沢和雄,東京ホースレーシング,,201506040711,東
15,1,1,セキショウ,牝5,54,横山典弘,2:14.3,3.1/2,**,15-15-15-15,35.2,46.3,12,504(+2),,,,杉浦宏昭,山岸桂市,,201506040711,東
1,2,4,プレシャスルージュ,牡3,53,石川裕紀,1:09.8,,**,3-3,36.1,9.5,4,476(-6),,,,音無秀孝,シルクレーシング,"1,050.0",201506040712,西
2,1,1,ドラゴンゲート,牡3,55,松岡正海,1:10.1,1.3/4,**,3-3,36.4,19.6,7,472(+2),,,,小西一男,平本敏夫,420.0,201506040712,東
3,5,9,スマートアヴァロン,牡3,55,蛯名正義,1:10.1,アタマ,**,10-11,35.5,2.3,1,496(-4),,,,西園正都,大川徹,260.0,201506040712,西
4,7,13,アキノアッパー,牡5,57,嘉藤貴行,1:10.4,1.3/4,**,9-9,36.1,11.2,6,492(+4),,,,大和田成,穐吉正孝,160.0,201506040712,東
5,3,6,ゼンノヒストリエ,牡4,57,田辺裕信,1:10.4,クビ,**,1-1,37.0,5.9,2,506(-2),,,,小島茂之,大迫久美子,105.0,201506040712,東
6,1,2,タンブルブルータス,牡6,57,三浦皇成,1:10.5,クビ,**,6-6,36.5,77.8,13,492(0),,,,和田正道,ポリッシュホースメイト,,201506040712,東
7,5,10,マンドレイク,牡5,54,伴啓太,1:10.6,3/4,**,10-10,36.0,29.0,10,488(-2),,,,小笠倫弘,ターフ・スポート,,201506040712,東
8,6,12,スペルオンミー,牝4,55,丸山元気,1:10.7,クビ,**,3-3,37.0,22.9,8,542(+3),,,,上原博之,吉田勝己,,201506040712,東
9,8,16,タニセンジャッキー,牡6,57,吉田隼人,1:10.7,アタマ,**,6-8,36.6,141.0,15,478(+2),,,,堀井雅広,染谷幸雄,,201506040712,東
10,4,7,ノーブルヴィーナス,牝3,53,横山典弘,1:10.7,アタマ,**,15-13,35.8,10.8,5,432(-3),,,,牧浦充徳,吉木伸彦,,201506040712,西
11,6,11,ガッサンプレイ,牡5,57,杉原誠人,1:11.0,1.3/4,**,16-16,35.9,40.6,11,466(-10),,,,鈴木伸尋,西村專次,,201506040712,東
12,4,8,プロファウンド,牡4,57,岩田康誠,1:11.3,1.3/4,**,2-2,37.8,7.2,3,504(0),,,,伊藤圭三,Ｈ．Ｈ．シェイク・モハメド,,201506040712,東
13,3,5,ロレーヌクロス,牡5,57,内田博幸,1:11.4,クビ,**,14-11,36.6,76.9,12,496(-4),,,,加藤征弘,シルクレーシング,,201506040712,東
14,2,3,トウショウハマー,牡6,57,村田一誠,1:11.4,ハナ,**,6-6,37.4,231.7,16,576(0),,,,浅野洋一,トウショウ産業,,201506040712,東
15,8,15,ダブルファンタジー,牝5,55,吉田豊,1:11.9,3,**,12-15,37.2,107.1,14,508(+2),,,,高橋文雅,安原浩司,,201506040712,東
16,7,14,サダムコーテイ,牡5,54,井上敏樹,1:11.9,アタマ,**,12-13,37.2,25.2,9,490(-6),,,,本間忍,大西定,,201506040712,東
1,1,1,ダイワレジェンド,牝4,55,北村宏司,1:59.5,,**,1-1-1-1,35.7,2.8,1,492(-12),,,,国枝栄,大城敬三,"1,534.3",201506040810,東
2,7,12,ガチバトル,牡5,57,田中勝春,1:59.6,3/4,**,12-12-10-8,35.1,24.5,9,450(0),,,,宗像義忠,吉田喜代司,609.8,201506040810,東
3,6,11,ストレンジクォーク,牡3,55,柴山雄一,1:59.6,ハナ,**,10-10-10-8,35.1,5.8,3,494(+4),,,,小島太,キャロットファーム,384.9,201506040810,東
4,2,3,キングカラカウア,牡3,55,石川裕紀,1:59.7,3/4,**,4-3-4-4,35.7,3.9,2,494(0),,,,加藤征弘,窪田芳郎,230.0,201506040810,東
5,6,10,シルクブルックリン,牡6,57,柴田善臣,1:59.8,3/4,**,13-13-13-13,34.9,24.0,8,558(0),,,,奥村武,シルクレーシング,150.0,201506040810,東
6,3,5,エアルプロン,牡6,57,三浦皇成,1:59.9,3/4,**,9-7-7-6,35.6,33.9,11,490(-4),,,,高柳瑞樹,ラッキーフィールド,,201506040810,東
7,7,13,ゴールデンハープ,牝3,53,岩田康誠,1:59.9,ハナ,**,14-14-14-13,34.8,9.0,4,458(+4),,,,戸田博文,窪田康志,,201506040810,東
8,4,7,ピュアソルジャー,牡5,57,横山典弘,2:00.1,1.1/4,**,15-15-15-15,34.7,53.1,12,476(+2),,,,高橋文雅,鶴見芳子,,201506040810,東
9,2,2,ハツガツオ,牝4,55,武士沢友,2:00.1,ハナ,**,4-5-6-5,35.9,74.5,13,508(+6),,,,石栗龍彦,江川伸夫,,201506040810,東
10,4,6,コスモグレースフル,牡6,57,丹内祐次,2:00.1,ハナ,**,11-11-12-8,35.5,206.0,15,500(-2),,,,高橋裕,ビッグレッドファーム,,201506040810,東
11,3,4,ショウナンマルシェ,牡4,57,吉田隼人,2:00.2,クビ,**,6-7-7-8,35.9,28.6,10,472(+2),,,,二ノ宮敬,国本哲秀,,201506040810,東
12,8,14,メイクアップ,牡4,57,内田博幸,2:00.8,3.1/2,**,3-3-2-2,36.9,19.0,6,470(-2),,,,谷潔,岡浩二,,201506040810,西
13,8,15,マイネグレヴィル,牝4,55,柴田大知,2:01.0,1,**,6-7-7-8,36.7,13.0,5,466(-2),,,,和田正道,サラブレッドクラブ・ラフィアン,,201506040810,東
14,5,8,シベリアンタイガー,セ4,57,大野拓弥,2:01.2,1.1/4,**,2-2-2-2,37.3,105.4,14,462(+4),,,,栗田博憲,岡田牧雄,,201506040810,東
15,5,9,イタリアンネオ,牡4,57,石橋脩,2:01.5,1.3/4,**,6-5-4-6,37.4,22.7,7,520(-10),,,,斎藤誠,平井裕,,201506040810,東
1,4,8,シベリアンスパーブ,牡6,57,田中勝春,1:33.2,,**,6-9-8,34.0,16.3,8,504(0),,,,手塚貴久,藤田在子,"1,857.1",201506040811,東
2,2,4,セイクレットレーヴ,牡6,57,松岡正海,1:33.4,1.1/4,**,10-11-11,34.0,22.2,10,468(-6),,,,田中清隆,嶋田賢,740.6,201506040811,東
3,1,2,マイネルメリエンダ,牡4,57,柴田大知,1:33.4,クビ,**,1-1-1,35.1,3.6,1,484(+4),,,,和田正一,サラブレッドクラブ・ラフィアン,465.3,201506040811,東
4,5,10,ウインフェニックス,牡4,57,三浦皇成,1:33.5,クビ,**,10-11-11,34.1,5.7,2,472(+10),,,,奥平雅士,ウイン,270.0,201506040811,東
5,5,9,アンブリッジ,牡5,57,柴田善臣,1:33.5,クビ,**,10-9-8,34.3,7.2,3,468(-4),,,,宗像義忠,佐藤壽男,182.0,201506040811,東
6,6,11,ペイシャフェリス,牝4,55,柴山雄一,1:33.5,ハナ,**,2-2-2,35.1,11.8,6,458(+26),,,,高市圭二,北所直人,,201506040811,東
7,7,13,チェリーヒロイン,牝6,55,横山典弘,1:33.6,クビ,**,6-7-8,34.6,40.2,12,424(+6),,,,和田正一,伊藤秀也,,201506040811,東
8,3,6,オメガキングティー,牡5,57,北村宏司,1:33.6,ハナ,**,15-14-14,33.8,19.2,9,474(0),,,,斎藤誠,原禮子,,201506040811,東
9,1,1,ジャーエスペランサ,牡6,57,石川裕紀,1:33.6,クビ,**,6-3-4,35.0,90.5,15,476(+2),,,,相沢郁,本間茂,,201506040811,東
10,7,14,エンドレスノット,牝6,55,蛯名正義,1:33.8,1.1/4,**,5-3-3,35.3,94.6,16,494(+6),,,,国枝栄,金子真人ホールディングス,,201506040811,東
11,8,16,ケイアイチョウサン,牡5,57,吉田豊,1:33.8,ハナ,**,16-16-16,33.7,32.7,11,448(-4),,,,和田正道,チョウサン,,201506040811,東
12,6,12,カフェリュウジン,牡5,57,石橋脩,1:33.8,クビ,**,9-7-6,34.8,50.1,13,536(+2),,,,和田雄二,西川恭子,,201506040811,東
13,3,5,メイショウインロウ,牡6,57,江田照男,1:33.8,ハナ,**,3-5-6,35.0,57.6,14,526(-4),,,,高橋亮,松本好雄,,201506040811,西
14,8,15,ウインマーレライ,牡4,57,丹内祐次,1:33.8,ハナ,**,14-14-14,34.0,9.2,5,500(+6),,,,高木登,ウイン,,201506040811,東
15,2,3,ダンツキャンサー,牝4,55,岩田康誠,1:34.0,1.1/4,**,10-11-13,34.5,8.6,4,458(-16),,,,谷潔,山元哲二,,201506040811,西
16,4,7,マーブルカテドラル,牝4,55,大野拓弥,1:34.2,1.1/4,**,3-5-4,35.4,12.0,7,452(+8),,,,上原博之,社台レースホース,,201506040811,東
1,5,10,チェリーサマー,牡3,55,松岡正海,1:11.4,,**,6-4,36.4,6.1,3,504(+18),,,,小西一男,櫻井悦朗,750.0,201506040812,東
2,1,1,アサマ,牡3,55,岩田康誠,1:11.5,3/4,**,15-14,35.6,4.1,1,488(+10),,,,小桧山悟,江川伸夫,300.0,201506040812,東
3,4,7,アンジェリー,牝3,53,柴田善臣,1:11.6,クビ,**,1-1,37.2,16.0,7,456(+6),,,,宗像義忠,佐藤壽男,190.0,201506040812,東
4,7,14,ウインオベロン,牡3,55,北村宏司,1:11.8,1.1/4,**,8-8,36.5,4.5,2,500(+6),,,,田村康仁,坂本浩一,110.0,201506040812,東
5,8,16,スズカロードスター,牡5,57,丸田恭介,1:11.8,ハナ,**,9-11,36.4,142.2,14,466(+10),,,,柄崎孝,永井啓弍,75.0,201506040812,東
6,7,13,ステラルーチェ,牡3,53,石川裕紀,1:11.8,アタマ,**,2-2,37.3,135.4,13,466(-6),,,,高橋祥泰,池田草龍,,201506040812,東
7,3,6,イアペトス,牡3,55,江田照男,1:11.9,クビ,**,3-3,37.3,7.1,4,474(-2),,,,武市康男,ミルファーム,,201506040812,東
8,4,8,ツクバインパクト,牡3,55,吉田豊,1:12.0,1/2,**,9-9,36.6,8.2,5,434(-8),,,,土田稔,荻原昭二,,201506040812,東
9,5,9,カイマノア,牡3,55,田中勝春,1:12.0,ハナ,**,12-13,36.4,16.5,8,480(+2),,,,栗田徹,山口功一郎,,201506040812,東
10,1,2,マコトカンパネッロ,牝3,50,井上敏樹,1:12.0,クビ,**,12-11,36.4,11.7,6,440(0),,,,岩戸孝樹,ディアマント,,201506040812,東
11,3,5,デュナトス,牡4,57,柴山雄一,1:12.0,ハナ,**,4-4,37.3,19.9,9,510(+18),,,,田中剛,ヒダカ・ブリーダーズ・ユニオン,,201506040812,東
12,2,4,エイシンスペーシア,セ4,57,大野拓弥,1:12.2,1.1/4,**,6-6,37.1,148.2,15,450(-7),,,,鈴木伸尋,岡田壮史,,201506040812,東
13,2,3,デルマダイコク,牡6,57,岩部純二,1:12.6,2.1/2,**,9-9,37.2,55.9,11,524(+4),,,,和田正道,浅沼廣幸,,201506040812,東
14,6,12,ベニノラッキーマン,セ4,57,柴田大知,1:12.9,2,**,4-6,38.1,67.5,12,484(+16),,,,金成貴史,紅谷,,201506040812,東
15,6,11,ダンガンコゾウ,牡3,55,内田博幸,1:13.0,1/2,**,16-16,36.8,21.4,10,476(-4),,,,高橋義博,海谷幸司,,201506040812,東
16,8,15,ロードスウィープ,牡4,57,吉田隼人,1:13.9,5,**,14-15,38.1,192.4,16,504(+2),,,,牧光二,ロードホースクラブ,,201506040812,東
1,2,4,モルジアナ,牝3,54,横山典弘,1:11.4,,**,8-6,36.7,2.5,1,472(+4),,,,木村哲也,シルクレーシング,"1,537.8",201506050110,東
2,6,11,タガノヴェルリー,牝3,54,アッゼニ,1:11.7,1.3/4,**,4-3,37.3,38.6,14,434(-2),,,,今野貞一,八木良司,610.8,201506050110,西
3,8,16,トキノセレブ,牝4,55,平野優,1:11.8,1/2,**,3-3,37.6,30.1,11,484(-2),,,,竹内正洋,田中準市,385.4,201506050110,東
4,3,5,メランコリア,牝3,54,西村太一,1:11.8,クビ,**,16-13,36.4,45.4,15,466(-2),,,,蛯名利弘,ミルファーム,230.0,201506050110,東
5,3,6,キープレイヤー,牝4,55,嶋田純次,1:12.0,1.1/4,**,4-5,37.7,17.0,5,510(+2),,,,手塚貴久,下河邉博,150.0,201506050110,東
6,7,14,ロトラトゥール,牝4,55,横山和生,1:12.0,アタマ,**,12-10,36.9,8.3,4,500(+8),,,,藤原辰雄,國武佳博,,201506050110,東
7,4,8,ファインスカイ,牝5,55,秋山真一,1:12.2,1,**,9-10,37.3,20.7,7,476(-6),,,,角田晃一,ローレルレーシング,,201506050110,西
8,8,15,ルージュロワイヤル,牝3,54,丸田恭介,1:12.2,クビ,**,6-6,37.7,22.8,8,496(0),,,,清水英克,ユートピア牧場,,201506050110,東
9,2,3,ナリタモード,牝4,55,吉田豊,1:12.3,クビ,**,9-9,37.4,28.4,10,438(-2),,,,藤沢則雄,オースミ,,201506050110,西
9,5,9,マートンパーク,牝3,54,大野拓弥,1:12.3,同着,**,14-13,37.1,26.5,9,498(0),,,,安田隆行,下河辺牧場,,201506050110,西
11,1,1,サンクタリリアス,牝3,54,津村明秀,1:12.6,1.3/4,**,6-6,38.0,111.8,16,472(-4),,,,田中清隆,ミルファーム,,201506050110,東
12,6,12,オーネットサクセス,牝5,55,ムーア,1:12.7,3/4,**,2-2,38.6,18.1,6,454(0),,,,森秀行,醍醐伸之,,201506050110,西
13,5,10,スモーダリング,牝3,54,戸崎圭太,1:12.8,クビ,**,12-13,37.7,5.0,2,496(+2),,,,高柳瑞樹,Ｈ．Ｈ．シェイク・モハメド,,201506050110,東
14,7,13,チュウワベイビー,牝4,55,石川裕紀,1:13.0,1.1/2,**,14-16,37.8,8.3,3,462(-6),,,,栗田徹,中西忍,,201506050110,東
15,4,7,ワタシダイナマイト,牝3,54,ベリー,1:13.1,3/4,**,9-12,38.1,37.6,13,456(-10),,,,高橋祥泰,小田切有一,,201506050110,東
